"control_1" "control_2" "control_3" "feStarved_1" "feStarved_2" "feStarved_3" "h2o2Treated_1" "h2o2Treated_2" "h2o2Treated_3" "feStarved_h2o2Treated_1" "feStarved_h2o2Treated_2" "feStarved_h2o2Treated_3"
"Afu3g07260" 127 138 112 140 160 153 197 140 121 157 129 116
"Afu2g03700" 4652 4352 4196 8751 9143 10908 8584 6791 5933 3254 3293 2922
"Afu1g10840" 443 385 336 419 430 479 633 470 461 945 1890 960
"Afu3g01550" 0 0 1 0 0 0 0 1 0 0 0 0
"Afu3tD(GUC)6" 1 0 0 0 0 0 0 0 2 0 1 0
"Afu3g01390" 3 9 7 6 4 0 16 2 9 0 0 1
"Afu1g09960" 375 308 278 288 254 268 459 369 341 257 100 186
"Afu6g06960" 59 65 58 92 78 74 118 77 63 42 42 42
"Afu3g07000" 730 648 604 195 200 233 320 344 328 297 227 339
"Afu4g14520" 29 52 66 5 5 1 88 51 61 5 9 7
"Afu3g00330" 491 501 533 672 599 659 757 636 471 240 225 208
"Afu5g12670" 1754 1544 1453 1570 1944 2292 1724 1749 1350 625 376 482
"Afu7g04150" 523 493 480 643 700 916 525 501 429 398 419 429
"Afu6g08010" 515 435 352 435 559 545 506 438 372 625 277 589
"Afu3g10010" 96 111 105 109 103 150 266 117 140 31 12 14
"Afu7g01940" 1516 1317 1109 1558 1659 1759 1985 1992 1470 1545 1075 1422
"Afu2g12850" 182 174 203 301 247 285 192 429 274 209 118 200
"Afu5tN(GUU)6" 1 1 1 1 2 3 3 3 5 0 2 0
"Afu1g01080" 5 2 4 4 5 8 11 3 9 8 2 6
"Afu4g13380" 5476 4281 4868 787 1241 1618 3617 3409 3363 11594 23240 13962
"Afu5g03620" 635 672 578 856 790 893 1382 858 773 1726 1481 1815
"Afu5g06620" 0 2 1 0 0 2 6 0 0 1 0 0
"Afu7g05220" 3778 3330 3208 4894 6284 7261 3343 4106 3686 1341 2696 1577
"Afu5g04160" 1820 1449 1414 1137 1369 1541 1518 1679 1320 731 493 717
"Afu3g13340" 160 84 115 117 93 111 151 97 89 28 22 26
"Afu8g04830" 366 254 275 493 430 480 516 352 270 358 173 317
"Afu6g11230" 389 335 347 480 497 508 622 457 334 385 178 380
"Afu6g08120" 1095 837 852 934 1056 1055 1211 950 764 310 590 270
"Afu5g08930" 505 420 376 319 275 268 726 553 514 291 19 191
"Afu5g09940" 219 123 122 124 127 125 82 69 54 78 35 103
"Afu1g11240" 1 1 0 7 1 2 2 0 0 1 2 0
"Afu1g15700" 328 337 264 396 480 484 578 451 385 92 57 66
"Afu4g06490" 344 294 246 403 359 341 740 514 413 612 449 447
"Afu6g08080" 283 314 231 115 146 143 346 157 229 75 32 72
"Afu5g07870" 249 270 192 283 301 287 569 283 270 259 60 216
"Afu6g10340" 453 296 288 774 799 807 764 662 500 176 74 108
"Afu2g06190" 588 486 408 629 625 660 713 618 432 1106 818 1151
"Afu7g08270" 0 2 0 4 4 2 1 2 0 0 3 6
"Afu4g14410" 52 64 54 329 294 329 124 139 74 301 273 273
"Afu2g10990" 948 781 756 834 895 912 1316 1045 903 2168 1495 2073
"Afu1g09030" 32552 20860 21730 8484 10919 9437 8882 8932 7752 6304 1887 5068
"Afu5tF(GAA)4" 0 0 1 0 0 0 0 0 0 0 0 0
"Afu7g04765" 107 111 102 132 130 158 153 118 107 62 49 58
"Afu5g12480" 168 155 130 88 77 72 183 143 119 44 1 35
"Afu2g00390" 25 15 11 0 4 0 1 1 4 11 24 10
"Afu6g04600" 557 485 462 960 1147 1097 719 705 482 639 532 634
"Afu2g11540" 2338 1656 1540 2204 2395 2378 1656 1709 1228 643 500 483
"Afu6g00230" 164 150 143 157 90 136 151 107 89 99 42 68
"Afu2g04270" 1389 1368 1168 1332 1554 1894 962 1066 1005 482 1865 674
"Afu3g10930" 1986 1411 1321 2684 2946 3506 1769 1782 1358 3033 1762 3752
"Afu2g13040" 1538 1538 1433 1496 1743 2053 1425 1380 1220 1393 1381 1606
"Afu2g18020" 1 3 3 0 1 0 11 0 3 0 1 1
"Afu1g11410" 280 222 177 177 228 232 314 288 196 252 1334 215
"Afu1g01680" 651 522 433 804 753 815 929 1314 956 394 141 318
"Afu1g16710" 3749 3103 2954 2541 3246 3085 3357 4545 2950 1495 2810 1041
"Afu3g13310" 1366 1322 1198 1161 1182 1351 1390 1534 1215 755 415 816
"Afu4g12800" 228 209 187 228 207 240 286 249 184 187 107 179
"Afu2g08030" 6 3 4 2 3 3 8 4 7 5 2 2
"Afu3g14245" 24 36 21 32 24 20 24 34 29 44 65 37
"Afu5g00155" 12 2 4 29 29 37 5 8 5 5 3 2
"Afu6g03350" 348 380 352 922 881 1048 1322 2334 1346 211 173 217
"Afu6g07100" 473 348 332 330 313 311 444 493 338 347 279 287
"Afu3g08890" 96 70 56 63 72 64 121 78 72 82 52 72
"Afu5g03750" 1130 810 923 756 755 802 976 1068 852 139 66 179
"Afu2g04950" 102 114 91 109 91 133 193 157 117 98 62 61
"Afu1g16375" 529 437 383 766 718 755 755 581 483 1225 619 1179
"Afu3g12280" 378 368 375 479 433 521 586 539 438 357 113 324
"Afu4g13090" 137 104 94 1199 1004 1274 140 214 141 1631 1991 1444
"Afu3g02370" 1056 932 848 868 804 999 1341 1148 1000 532 537 516
"Afu1g05450" 539 413 426 824 800 863 679 555 379 570 124 556
"Afu5g09970" 4002 2521 2514 446 658 510 835 1064 909 2976 2729 3489
"Afu6g08320" 581 583 520 257 237 254 331 465 354 2805 2161 3453
"Afu2g14100" 465 266 263 352 316 284 412 248 243 423 729 346
"Afu2g10690" 1393 1135 1034 772 844 760 982 1298 876 249 82 244
"Afu1g02130" 2136 1245 1310 1432 2128 1782 2050 1948 1508 8160 11544 8323
"Afu2g10820" 509 337 346 608 627 646 752 629 457 1307 1126 1245
"Afu4g01120" 29 30 26 96 80 96 83 242 138 315 952 341
"Afu3g10480" 3041 3063 2837 902 1176 1181 3677 3501 2957 6088 4661 6457
"Afu3tA(AGC)7" 0 0 1 1 0 1 0 0 0 0 1 0
"Afu1g05520" 553 963 948 402 441 394 940 572 492 74 19 55
"Afu1g01970" 693 502 497 792 980 918 697 657 502 1138 526 1076
"Afu2g01890" 1387 1185 1236 1885 2030 2190 1085 1241 933 4316 5320 4290
"Afu2g01500" 214 174 179 408 407 453 410 311 249 279 81 214
"Afu1g10375" 35 22 20 19 19 13 26 24 23 89 239 48
"Afu3g10200" 240 223 221 263 265 306 345 293 245 446 318 352
"Afu6g12460" 291 250 251 323 378 381 393 319 240 437 117 414
"Afu5g08900" 1282 1232 1062 507 728 696 1295 761 865 681 3560 673
"Afu6g08000" 130 101 110 363 348 341 342 191 201 130 14 80
"Afu4g01280" 63 76 78 50 37 54 325 377 258 27 10 16
"Afu1g03570" 9 11 13 25 25 26 27 17 10 2 1 5
"Afu2g04930" 773 752 626 626 634 653 1157 792 689 3504 3043 3380
"Afu8g01585" 4 3 1 2 6 7 3 3 4 0 0 1
"Afu6g04180" 414 390 315 474 455 491 659 528 414 606 509 660
"Afu3g08870" 478 196 210 147 128 133 118 64 84 44 34 30
"Afu2g04990" 62 51 43 71 35 44 70 62 43 59 85 59
"Afu6g07280" 1597 1200 1185 1818 1958 1722 1863 1619 1209 2849 1097 2695
"Afu1g08940" 1010 806 859 1610 1675 1844 1390 1309 985 2151 3124 2110
"Afu6g00555" 59 39 42 102 86 115 67 64 54 36 15 26
"Afu4g00610" 501 187 210 1364 944 1126 158 288 196 177 65 151
"Afu1g17210" 0 0 0 1 0 2 0 0 1 1 0 0
"Afu1g07740" 972 825 739 1077 1137 1308 1213 1028 892 1012 1030 959
"Afu6g11455" 0 0 0 0 0 0 0 0 0 0 0 0
"Afu7g06100" 213 193 163 189 275 240 492 360 304 122 183 94
"Afu2g13810" 116 92 83 268 209 221 295 330 233 116 60 69
"Afu1g05810" 768 641 648 767 944 867 1084 920 692 1480 666 1221
"Afu1g06260" 234 193 193 217 245 213 383 264 231 115 54 90
"Afu1g09880" 140 151 171 126 129 111 232 168 172 356 2105 339
"Afu2g02890" 518 389 369 914 848 923 735 695 548 1774 1741 1740
"Afu5g10740" 1394 1166 1168 1431 1196 1512 1382 1297 1119 2451 1019 2400
"Afu4g09000" 1554 1502 1402 1074 1170 1262 1771 1699 1444 1138 818 1064
"Afu2g01660" 3681 3389 3332 1547 1932 1979 3234 3500 2838 742 472 629
"Afu5g01720" 0 2 0 3 1 0 5 2 0 4 1 1
"Afu8g03970" 1677 1596 1613 2042 2508 2556 3715 3225 2583 1552 1057 1371
"Afu4g12880" 976 812 754 893 964 1031 1224 1046 874 581 86 511
"Afu5g12900" 652 448 439 388 500 493 815 693 556 272 182 260
"Afu8g05120" 78 81 74 186 173 186 212 129 108 222 117 217
"Afu5g12250" 1889 1629 1608 1628 1731 1945 2064 1864 1598 1119 406 1088
"Afu3g09460" 8 2 5 8 5 4 7 2 0 5 12 3
"Afu4g10960" 82 99 62 128 102 140 82 85 63 34 20 36
"Afu4g09060" 6444 2803 3004 1782 2109 1791 2822 2985 2385 3104 5080 3080
"Afu6g13030" 1756 1270 1247 1881 2528 2374 2372 1918 1524 2477 1898 2236
"Afu3g08610" 1440 879 881 3343 3948 3912 991 946 713 2863 1901 2044
"Afu5g02140" 1068 875 845 1074 1282 1130 1360 1010 838 2589 2700 2795
"Afu8g06580" 6 2 3 5 2 1 7 14 5 3 3 4
"Afu5g11840" 1775 1388 1321 1894 2347 2398 2005 1598 1314 4160 4408 4369
"Afu6g14500" 12 21 31 19 30 27 72 36 33 3 3 1
"Afu6g00550" 49 25 33 79 67 74 106 78 52 33 21 21
"Afu4g11640" 469 366 414 848 881 944 661 466 404 335 453 319
"Afu6g13770" 183 156 165 283 337 342 221 222 165 494 812 478
"Afu3g09400" 1 1 1 3 4 2 2 4 3 4 6 5
"Afu5g06970" 1946 1559 1682 3854 4516 4644 2333 2373 1868 4131 6168 4519
"Afu3g11570" 244 194 174 256 274 270 294 230 168 301 149 315
"Afu3g06080" 2010 1671 1635 2525 3263 3064 2535 2246 1782 1535 952 1374
"Afu4g04530" 144 171 108 68 70 79 218 184 136 51 44 56
"Afu1g07510" 747 562 570 545 645 742 749 655 606 519 597 492
"Afu1g17030" 387 266 246 80 90 80 358 312 291 252 428 173
"Afu6g08800" 269 296 209 79 111 98 215 251 165 37 49 25
"Afu2g12250" 384 352 302 638 648 720 696 582 441 289 93 291
"Afu2g04960" 648 491 514 674 804 792 1007 978 758 451 217 424
"Afu3g02470" 18 18 17 21 12 20 35 35 21 1 3 2
"Afu3g00500" 7057 5102 5312 276 361 256 768 953 967 125 484 153
"Afu3g06960" 10550 9705 9160 4487 4439 5064 8839 9373 8134 1621 700 1300
"Afu5g10070" 1 1 1 1 1 5 1 4 2 10 37 13
"Afu6g13400" 307 264 257 294 229 258 374 279 240 70 9 41
"Afu7g04660" 765 571 503 1376 1408 1436 1010 780 565 1020 351 946
"Afu1g11390" 1938 1005 946 682 751 692 781 879 815 1355 1185 1315
"Afu5g10270" 3397 1436 1213 119 253 154 883 753 738 3494 6627 3676
"Afu1g01760" 1198 1020 1086 2015 2315 2320 1389 1443 1113 944 826 977
"Afu7tV(AAC)2" 3 3 4 1 4 6 13 1 0 2 8 4
"Afu6g03850" 1053 824 791 1598 1567 1596 1180 1057 866 3234 1914 3556
"Afu1g05640" 832 592 648 1126 1153 1198 1176 897 698 1320 502 1284
"Afu1g16745" 954 945 840 1232 1416 1551 1165 1025 814 478 222 447
"Afu5g08840" 1143 1033 958 1854 1963 2262 1424 1185 1010 1608 862 1690
"Afu1g03520" 6 9 1 3 4 6 5 3 3 4 4 1
"Afu5g06000" 1082 941 818 1644 1577 1820 1332 1056 912 508 420 529
"Afu2g17450" 1 2 6 16 3 13 0 8 3 1 0 0
"Afu3tI(AAU)4" 2 1 1 0 1 1 0 1 0 0 0 0
"Afu1g15090" 523 370 358 750 708 743 654 554 420 938 401 856
"Afu4g13350" 494 458 380 459 465 439 576 539 409 520 768 597
"Afu4g07740" 1995 1686 1517 1845 1931 2183 2459 2214 1733 2293 1545 2438
"Afu2g05950" 2597 2573 2503 3059 3033 3846 3128 3028 2579 1289 920 1226
"Afu4g06700" 2514 2276 2219 3045 3303 3639 2635 2639 2167 1796 1179 1419
"Afu4g06620" 14770 10551 9618 92046 93754 99215 13920 18586 13076 20669 14692 17108
"Afu1g01940" 338 312 318 664 663 678 325 416 278 474 409 452
"Afu1g12810" 298 281 229 395 357 365 411 312 263 626 308 589
"Afu2g01460" 510 525 400 543 519 532 605 526 499 92 32 87
"Afu6g13790" 1957 1090 1224 2028 2231 2381 637 1276 699 202 279 145
"Afu3g11450" 538 370 370 1150 1179 1290 688 585 471 286 289 249
"Afu6g02210" 260 212 223 283 230 271 470 469 355 474 81 414
"Afu8g01670" 2164 1840 1823 74 115 75 3019 3066 2434 79480 89465 75884
"Afu5g00740" 19 10 9 244 385 335 46 48 40 31 4 36
"Afu2g01580" 130 120 93 127 141 144 215 145 137 36 21 40
"Afu5g04180" 4172 3093 3294 2590 2929 2898 3157 2993 2798 4457 6142 3323
"Afu8g00330" 0 2 0 2 0 2 0 0 2 1 1 0
"Afu2g12930" 825 640 565 311 337 330 539 470 399 888 675 914
"Afu1g04100" 244 169 159 230 172 182 210 120 75 101 51 119
"Afu4g09080" 748 475 523 1241 1377 1410 828 731 579 454 194 341
"Afu2g05730" 3716 2371 2225 12891 14125 15454 3501 3496 2723 10936 8530 12411
"Afu3g10840" 4302 2779 2467 2193 2512 2687 3864 3840 3057 7407 13058 7392
"Afu5g09020" 9720 8808 9200 5353 7172 6964 11752 9928 8746 2158 2151 1784
"Afu8g02490" 26 24 32 213 124 161 60 74 49 407 555 518
"Afu4g13540" 1613 787 806 3609 3166 3718 361 348 281 463 128 513
"Afu4g06890" 7895 7021 7456 3967 4459 4142 8537 9728 6672 2989 3403 2408
"Afu1g03890" 1409 1366 1301 1483 1736 1897 1435 1609 1241 1455 2082 1854
"Afu4g11140" 271 235 231 675 648 690 681 455 328 153 179 139
"Afu4g08715" 114 81 68 38 54 45 61 68 65 316 171 317
"Afu6g08260" 121 146 128 221 224 267 215 169 140 215 120 233
"Afu6g04860" 1175 894 830 1424 1450 1485 1343 1135 876 2219 779 1977
"Afu5g12790" 1553 1431 1431 1706 1842 2023 1600 1794 1391 552 451 516
"Afu8g01990" 80 59 59 71 136 112 128 86 77 32 11 26
"Afu3g13660" 1980 1122 1583 14 51 10 242 838 525 3 2 4
"Afu2g03370" 356 320 279 447 402 447 413 347 258 228 229 259
"Afu5g05710" 3385 3350 3196 2029 2019 2698 3416 4001 3338 942 861 746
"Afu5g03940" 112 84 73 227 226 197 159 112 99 69 30 53
"Afu1g06150" 203 187 156 543 556 654 237 342 265 280 406 374
"Afu4g09300" 77 104 87 125 107 141 190 393 268 97 50 107
"Afu3g06280" 1609 1332 1488 2939 3545 3711 1585 1753 1413 7693 16114 7110
"Afu2g15030" 1186 979 959 877 908 1017 1111 1116 845 343 160 323
"Afu2g16990" 403 376 318 132 143 123 407 261 313 118 164 74
"Afu2g00910" 37 24 38 207 217 213 36 31 20 257 558 261
"Afu2g14030" 2998 2684 2577 2623 2428 2636 3436 3409 2970 1627 1032 1511
"Afu4g01020" 109 98 97 186 196 234 145 129 110 43 32 34
"Afu1g00480" 244 35 37 119 149 119 45 51 37 1224 177 1101
"Afu5g00500" 372 125 110 33 36 23 98 95 76 38 132 30
"Afu2g13940" 1162 889 819 3118 2868 3618 1107 1587 1175 1026 197 833
"Afu4g14160" 17 12 10 95 71 85 15 22 16 18 5 16
"Afu2g02770" 1665 1534 1434 2044 2521 2748 2316 1685 1664 1628 1459 1685
"Afu5g02800" 310 217 185 1154 929 1064 617 330 233 777 166 553
"Afu3g00580" 9 14 8 20 14 17 18 16 14 9 40 26
"Afu1g03880" 619 441 396 388 466 356 599 502 415 269 52 260
"Afu5tL(AAG)5" 0 1 0 0 1 0 1 0 0 4 1 2
"Afu1g06390" 98540 83631 82818 76160 75992 84946 102332 109561 91657 37748 22364 29985
"Afu6g03690" 3286 1336 1253 9354 11517 9547 3977 1812 1541 4220 6908 2576
"Afu1g03500" 2670 2289 2216 2578 2944 3031 3412 2998 2326 3487 4119 3115
"Afu1g15966" 58 71 53 50 55 45 76 61 47 21 26 19
"Afu2g03230" 319 362 326 53 52 63 829 227 265 46 33 47
"Afu5g12270" 840 887 815 665 660 883 964 1035 897 241 259 187
"Afu4g03870" 219 219 159 316 302 308 370 233 181 618 246 505
"Afu3g07360" 1956 1854 1803 1368 1369 1412 1542 1509 1295 1751 1613 2008
"Afu6g07580" 650 555 478 854 816 896 792 696 555 649 458 622
"Afu3g12540" 112 85 95 172 165 171 201 139 119 227 172 205
"Afu7g04240" 585 528 469 819 866 930 765 619 450 461 592 442
"Afu1g09170" 737 613 505 946 979 1054 1041 695 602 675 262 522
"Afu3g13990" 495 609 539 728 741 717 1115 727 607 460 256 410
"Afu5g14210" 3777 3174 3091 1896 2580 2305 3906 3272 2877 13059 19354 13391
"Afu6g00193" 3 4 5 3 0 6 4 3 3 2 1 2
"Afu5g09750" 2231 1725 1570 1363 1671 1712 2029 2191 1853 409 539 356
"Afu5g03380" 584 600 593 1022 894 1039 746 688 573 2014 2201 2090
"Afu3g00240" 521 261 271 469 457 500 424 380 265 1305 1036 1321
"Afu5g02290" 2315 1705 1654 4005 4453 4388 1612 1879 1388 784 374 692
"Afu6g09785" 0 2 0 4 0 4 1 0 1 3 1 0
"Afu5g03240" 1499 1259 1195 811 823 873 1263 1165 986 1484 860 1475
"Afu5g10340" 0 4 1 1 0 0 1 2 4 1 3 0
"Afu5g08120" 832 746 677 1795 1605 1706 1113 1432 1004 1829 1172 1610
"Afu3g12810" 1110 1038 962 1040 1289 1270 1341 1219 917 899 575 806
"Afu8g05960" 118 100 97 1264 996 1686 122 698 404 801 2653 1153
"Afu1g05900" 1766 1616 1557 1274 1646 1678 2053 1967 1644 1433 2516 1135
"Afu6g08430" 369 335 297 202 214 252 536 465 368 196 223 142
"Afu5g13760" 9 5 3 3 2 2 5 11 6 8 8 4
"Afu5g06270" 6334 5958 6037 517 621 690 4524 4851 3963 339 247 217
"Afu5g11420" 1980 1610 1376 1912 2621 2237 2093 1976 1474 4661 7702 3043
"Afu1g07620" 213 175 153 287 259 267 344 242 199 124 134 114
"Afu4g00640" 0 0 1 0 0 1 0 0 0 0 1 0
"Afu1g06400" 4351 2883 2961 1864 2498 2569 4504 4361 3528 2416 4038 2408
"Afu6g04050" 418 407 321 1044 858 1067 752 574 494 783 671 907
"Afu4g06390" 254 225 188 364 315 316 452 321 265 273 67 198
"Afu8g05880" 30 14 17 9 15 8 11 8 13 34 33 43
"Afu2g15830" 637 533 521 812 834 888 937 769 678 1167 814 1233
"Afu5g08660" 261 223 153 413 442 412 381 377 304 574 247 531
"Afu1g09490" 1587 1436 1297 1850 1941 2077 1999 1803 1496 2322 1159 2330
"Afu7g05380" 2041 1555 1494 2073 2274 2561 2130 1939 1628 3012 1692 2963
"Afu4g03440" 677 1307 1708 1769 2176 2954 2446 6801 4240 1275 4497 1631
"Afu3g02540" 0 0 3 1 1 2 1 1 0 1 1 0
"Afu8g03950" 1821 1821 1744 1388 1367 1558 1960 1931 1618 918 695 1056
"Afu8g00430" 1887 2443 2217 10542 9568 11840 11295 6581 6303 2075 1166 3139
"Afu7g02040" 276 289 227 310 327 381 312 266 223 413 384 429
"Afu2g10020" 78 95 68 149 131 140 161 121 90 874 596 873
"Afu4g13160" 469 471 400 304 302 308 427 394 292 304 136 229
"Afu6g00720" 37 20 34 18 14 12 26 40 21 42 48 34
"Afu5g09180" 88 97 79 73 82 73 99 101 83 128 88 110
"Afu5g06190" 3404 3105 2960 6766 7719 8297 4473 3976 3233 1818 999 1658
"Afu2g03615" 5 2 6 2 0 2 5 3 4 0 5 1
"Afu1g03250" 1 0 0 0 0 0 0 0 0 2 7 5
"Afu5g13330" 1633 1411 1255 1413 1490 1768 1688 1576 1359 781 437 861
"Afu3g08120" 610 516 506 728 780 950 731 642 571 1079 678 1082
"Afu3g10065" 627 447 390 1477 1258 1277 1255 695 497 1519 798 1017
"Afu3g09100" 116 103 117 96 111 112 193 156 125 78 40 53
"Afu1g12160" 431 430 413 255 276 246 513 476 428 168 71 128
"Afu1g12220" 112 96 95 157 130 178 163 140 84 131 71 88
"Afu1g15850" 136 57 76 142 162 174 236 154 143 213 133 176
"Afu6g09100" 5504 4082 3715 874 1436 1049 4535 4397 3527 915 1216 750
"Afu6g00760" 36 34 30 5 15 16 38 21 21 2 2 3
"Afu5g07550" 11 8 14 11 11 9 11 17 18 6 3 14
"Afu1g01360" 458 447 359 585 577 556 524 348 307 1034 1181 982
"Afu3g11380" 2896 2497 2491 2574 3178 3328 3672 3571 2742 2713 2776 2453
"Afu2g10930" 1211 1032 880 1425 1371 1595 1262 1139 1010 656 328 572
"Afu2g07420" 8508 6623 6737 6910 7261 7955 10073 9472 7789 18339 15108 18492
"Afu2g04310" 7951 7106 6433 11802 10916 13211 8795 10275 8462 4998 3141 3661
"Afu1g07040" 947 816 701 324 400 370 872 864 730 3027 3212 3304
"Afu3g07030" 497 242 243 62 87 71 355 248 198 8 4 9
"Afu3g03350" 293 197 183 105 237 162 260 274 181 94 699 93
"Afu4g07835" 1040 963 941 1681 1710 1844 1221 1190 994 2119 1630 2352
"Afu3g09370" 876 707 625 798 963 962 1009 891 770 708 498 611
"Afu4g13720" 3459 2546 2546 3024 3318 3326 2916 2671 2199 1306 283 1127
"Afu4g06950" 3433 2532 2543 1656 2047 2006 2617 2560 2285 2455 1751 2455
"Afu2g11520" 39823 19742 20551 9415 12464 10868 8220 10768 7450 5874 7291 5782
"Afu6g00240" 0 2 5 16 16 24 2 0 1 7 6 11
"Afu6g14280" 1465 1182 1110 939 1358 1219 1453 1325 1134 2742 1914 2357
"Afu1g10060" 121 143 153 167 169 192 195 135 124 112 32 107
"Afu3g08920" 458 412 392 842 819 889 763 605 498 237 107 179
"Afu2g11430" 476 380 321 702 763 714 667 559 382 374 128 256
"Afu2g03300" 8408 6240 6004 3840 4680 4945 4955 5049 4240 14238 23109 15207
"Afu3g12330" 1005 697 803 1437 1275 1330 534 665 595 880 498 1006
"Afu8g06230" 3 5 3 1 3 5 0 4 2 13 20 7
"Afu5g14750" 24 17 20 20 14 30 30 24 15 4 9 3
"Afu3g12910" 1263 2430 1969 6419 5998 8819 17135 11040 16283 1251 760 1417
"Afu2g01290" 170 187 168 82 95 124 252 204 213 79 54 60
"Afu1g00410" 1091 826 744 447 578 550 1390 1114 896 721 1878 537
"Afu1g05720" 1461 1351 1462 3643 4537 4565 1169 1042 785 913 522 932
"Afu6g12680" 2503 1949 1977 1691 1535 1910 3157 2649 2549 998 154 831
"Afu6g09870" 106 98 107 195 263 294 131 120 96 217 273 228
"Afu4g08500" 1562 1197 1210 1519 1781 1686 1724 1528 1179 2486 2058 2420
"Afu3g14570" 2733 1394 1394 156 171 145 444 488 473 777 2033 948
"Afu1g07280" 1796 1562 1357 1234 1284 1414 1605 1695 1390 960 528 890
"Afu1g02985" 437 304 306 359 386 354 430 364 265 495 312 449
"Afu2g01640" 1480 1294 1232 2174 2035 2306 2394 2087 1722 1040 492 1010
"Afu6g14630" 9 14 11 50 43 51 50 35 18 24 54 21
"Afu5g01860" 1265 944 897 1053 1072 1177 1343 1247 1008 1483 714 1436
"Afu2g04700" 4551 3666 3640 3122 3906 4063 3678 4062 3346 831 545 747
"Afu8g01510" 4 1 3 5 2 6 5 5 3 0 0 0
"Afu2g14310" 1081 1043 930 1309 1274 1152 992 987 774 1042 1195 885
"Afu2g15390" 525 409 349 206 219 201 754 466 422 38 14 33
"Afu3g03240" 13 15 23 39 29 39 68 33 34 41 172 39
"Afu2g16340" 1078 1211 1305 3152 3438 5354 610 734 713 209 312 451
"Afu4g13550" 179 178 148 247 242 253 313 224 227 146 39 150
"Afu5g10620" 281 317 244 281 229 279 480 393 374 110 75 90
"Afu5g14640" 4 0 1 4 3 8 7 3 1 2 0 1
"Afu4tG(CCC)1" 0 0 1 1 3 1 0 0 0 1 0 0
"Afu8g06600" 0 0 0 1 0 1 12 9 7 3 8 3
"Afu4g10850" 77 91 73 51 55 57 209 107 104 14 7 5
"Afu1g16390" 42 21 42 47 39 39 76 48 41 67 54 49
"Afu3g05320" 436 448 414 690 550 670 728 629 497 523 365 487
"Afu6g11000" 11 13 10 4 13 12 14 10 9 11 6 12
"Afu6g04310" 2474 2169 2064 2165 3193 2990 3178 2410 2131 904 375 693
"Afu4g10050" 4510 3923 3900 2967 3212 3268 5823 5427 4469 2138 453 1758
"Afu6g09710" 20592 48666 45469 311 1137 85 43518 37220 26534 18909 6751 16790
"Afu1g10730" 27 32 20 31 33 43 50 31 22 18 5 15
"Afu7g00810" 19 22 13 34 30 29 31 24 15 29 44 31
"Afu6g02010" 7306 4747 4466 5283 5476 5345 1808 2045 1881 12411 15393 13273
"Afu4g04100" 608 424 392 649 598 626 785 714 557 1832 1018 1685
"Afu3g09620" 2617 2397 2550 4056 4862 5032 4130 4778 3377 10640 10606 10222
"Afu3g14500" 788 628 558 1500 1636 1736 1014 971 656 1186 370 1163
"Afu2g14070" 603 523 486 724 678 682 634 688 543 453 182 431
"Afu2g16760" 349 376 311 363 352 418 339 396 339 138 144 157
"Afu4tL(CAA)1" 0 2 0 0 0 1 1 1 0 1 0 0
"Afu1g12370" 1356 1206 1150 1685 1698 1797 1772 1681 1356 2614 1363 2421
"Afu7g00340" 96 53 57 121 126 114 129 95 72 1232 327 1744
"Afu6g03910" 485 483 467 412 393 454 976 702 637 215 235 193
"Afu2g11800" 754 646 536 678 626 637 1064 804 644 785 350 708
"Afu3g03440" 1315 560 600 64983 71462 74402 456 407 321 92146 53255 98769
"Afu6g05030" 233 221 212 448 487 481 564 483 417 63 16 59
"Afu7g05040" 192 108 77 11 16 17 74 135 82 6 6 4
"Afu4g10150" 3383 3735 2449 91 92 110 2599 1647 2404 23 10 17
"Afu1g01980" 14 14 14 44 32 37 15 16 18 16 5 11
"Afu6g14540" 3 0 1 2 0 4 0 5 4 0 0 0
"Afu3g14490" 37692 20662 21663 17480 21441 22741 12152 17227 12797 19597 31019 26188
"Afu3g02210" 56 45 39 97 84 99 83 81 38 37 25 33
"Afu1g09430" 40 53 44 93 87 88 142 87 59 65 26 52
"Afu4g02820" 5 4 5 1 2 5 6 3 3 4 10 13
"Afu2g15905" 102 93 82 143 192 184 171 152 134 154 103 148
"Afu3g02630" 6 10 7 23 31 17 10 9 12 36 57 51
"Afu4g11970" 209 216 181 125 131 155 243 223 205 126 224 113
"Afu5g00610" 56 45 54 79 67 64 28 26 12 35 53 22
"Afu4g09620" 129 107 97 102 132 126 180 108 78 55 23 51
"Afu4g01050" 3 6 7 2 1 8 21 13 9 13 35 12
"Afu2g14470" 253 180 183 2064 2156 2158 288 327 202 495 155 533
"Afu6g03470" 3252 2526 2461 1524 1844 1677 3649 2844 2236 1353 442 1259
"Afu1g07750" 4616 2464 2352 1752 1648 1597 3291 3072 2537 8312 16653 8637
"Afu3g02560" 566 331 366 620 549 773 569 430 374 368 2496 402
"Afu4g11480" 3696 3041 3082 2543 2684 2697 4576 3527 2802 771 456 658
"Afu6g02540" 1062 1485 1474 1011 1368 1163 1785 1581 1101 1984 1228 1929
"Afu6g04290" 1290 1222 1220 607 712 758 1602 1529 1228 802 1021 723
"Afu6g14290" 228 167 130 346 321 335 314 250 182 359 410 298
"Afu6g14590" 1 1 1 2 0 1 1 0 0 0 0 0
"Afu2g13025" 20 32 21 17 19 22 30 19 10 10 10 20
"Afu3g04180" 251 260 189 380 392 461 513 362 285 470 243 510
"Afu5g04100" 304 291 288 60 63 57 371 228 243 39 18 28
